YEAR,STATE,RATE,DEATHS,URL
2022,SC,88.2,"4,827",/nchs/pressroom/states/southcarolina/sc.htm
2022,SD,60.7,600,/nchs/pressroom/states/southdakota/sd.htm
2022,TN,98.4,"7,114",/nchs/pressroom/states/tennessee/tn.htm
2022,TX,51.1,"15,252",/nchs/pressroom/states/texas/tx.htm
2022,UT,50.2,"1,537",/nchs/pressroom/states/utah/ut.htm
2022,VT,81.4,584,/nchs/pressroom/states/vermont/vt.htm
2022,VA,57.1,"5,275",/nchs/pressroom/states/virginia/va.htm
2022,WA,66.2,"5,546",/nchs/pressroom/states/washington/wa.htm
2022,WV,121.6,"2,247",/nchs/pressroom/states/westvirginia/wv.htm
2022,WI,74.9,"4,951",/nchs/pressroom/states/wisconsin/wi.htm
2022,WY,65.3,411,/nchs/pressroom/states/wyoming/wy.htm
2021,AL,68.9,"3,491",/nchs/pressroom/states/alabama/al.htm
2021,AK,84.5,591,/nchs/pressroom/states/alaska/ak.htm
2021,AZ,78.6,"5,961",/nchs/pressroom/states/arizona/az.htm
2021,AR,65.8,"2,046",/nchs/pressroom/states/arkansas/ar.htm
2021,CA,50.6,"20,879",/nchs/pressroom/states/california/ca.htm
2021,CO,71,"4,206",/nchs/pressroom/states/colorado/co.htm
2021,CT,67.4,"2,644",/nchs/pressroom/states/connecticut/ct.htm
2021,DE,80.6,817,/nchs/pressroom/states/delaware/de.htm
2021,FL,74.7,"17,780",/nchs/pressroom/states/florida/fl.htm
2021,GA,58.8,"6,353",/nchs/pressroom/states/georgia/ga.htm
2021,HI,39.6,656,/nchs/pressroom/states/hawaii/hi.htm
2021,ID,59.9,"1,161",/nchs/pressroom/states/idaho/id.htm
2021,IL,56.7,"7,664",/nchs/pressroom/states/illinois/il.htm
2021,IN,76.7,"5,246",/nchs/pressroom/states/indiana/in.htm
2021,IA,48.7,"1,745",/nchs/pressroom/states/iowa/ia.htm
2021,KS,63.6,"1,963",/nchs/pressroom/states/kansas/ks.htm
2021,KY,96.3,"4,373",/nchs/pressroom/states/kentucky/ky.htm
2021,LA,98.1,"4,489",/nchs/pressroom/states/louisiana/la.htm
2021,ME,86.2,"1,286",/nchs/pressroom/states/maine/me.htm
2021,MD,45.6,"3,058",/nchs/pressroom/states/maryland/md.htm
2021,MA,60.8,"4,624",/nchs/pressroom/states/massachusetts/ma.htm
2021,MI,61.6,"6,541",/nchs/pressroom/states/michigan/mi.htm
2021,MN,61.4,"3,753",/nchs/pressroom/states/minnesota/mn.htm
2021,MS,81.2,"2,423",/nchs/pressroom/states/mississippi/ms.htm
2021,MO,75.1,"4,814",/nchs/pressroom/states/missouri/mo.htm
2021,MT,73.8,875,/nchs/pressroom/states/montana/mt.htm
2021,NE,43.2,897,/nchs/pressroom/states/nebraska/ne.htm
2021,NV,61.3,"2,026",/nchs/pressroom/states/nevada/nv.htm
2021,NH,63.2,946,/nchs/pressroom/states/newhampshire/nh.htm
2021,NJ,51.6,"5,077",/nchs/pressroom/states/newjersey/nj.htm
2021,NM,101.4,"2,188",/nchs/pressroom/states/newmexico/nm.htm
2021,NY,47,"10,140",/nchs/pressroom/states/newyork/ny.htm
2021,NC,79.1,"8,539",/nchs/pressroom/states/northcarolina/nc.htm
2021,ND,56.5,469,/nchs/pressroom/states/northdakota/nd.htm
2021,OH,81.9,"9,919",/nchs/pressroom/states/ohio/oh.htm
2021,OK,74.3,"3,063",/nchs/pressroom/states/oklahoma/ok.htm
2021,OR,67.4,"3,151",/nchs/pressroom/states/oregon/or.htm
2021,PA,73.5,"10,327",/nchs/pressroom/states/pennsylvania/pa.htm
2021,RI,71.4,869,/nchs/pressroom/states/rhodeisland/ri.htm
2021,SC,88.5,"4,701",/nchs/pressroom/states/southcarolina/sc.htm
2021,SD,62.4,596,/nchs/pressroom/states/southdakota/sd.htm
2021,TN,100.5,"7,076",/nchs/pressroom/states/tennessee/tn.htm
2021,TX,50.7,"14,704",/nchs/pressroom/states/texas/tx.htm
2021,UT,53.2,"1,583",/nchs/pressroom/states/utah/ut.htm
2021,VT,77.8,536,/nchs/pressroom/states/vermont/vt.htm
2021,VA,59.4,"5,358",/nchs/pressroom/states/virginia/va.htm
2021,WA,62.9,"5,120",/nchs/pressroom/states/washington/wa.htm
2021,WV,134.7,"2,474",/nchs/pressroom/states/westvirginia/wv.htm
2021,WI,74.1,"4,717",/nchs/pressroom/states/wisconsin/wi.htm
2021,WY,63,381,/nchs/pressroom/states/wyoming/wy.htm
2020,AL,59.6,"3,006",/nchs/pressroom/states/alabama/al.htm
2020,AK,65.5,464,/nchs/pressroom/states/alaska/ak.htm
2020,AZ,69.1,"5,398",/nchs/pressroom/states/arizona/az.htm
2020,AR,58,"1,824",/nchs/pressroom/states/arkansas/ar.htm
2020,CA,44.1,"18,357",/nchs/pressroom/states/california/ca.htm
2020,CO,60.5,"3,647",/nchs/pressroom/states/colorado/co.htm
2020,CT,63.5,"2,447",/nchs/pressroom/states/connecticut/ct.htm
2020,DE,70.9,722,/nchs/pressroom/states/delaware/de.htm
2020,FL,67.7,"16,135",/nchs/pressroom/states/florida/fl.htm
2020,GA,50.8,"5,517",/nchs/pressroom/states/georgia/ga.htm
2020,HI,39.4,654,/nchs/pressroom/states/hawaii/hi.htm
2020,ID,50.8,967,/nchs/pressroom/states/idaho/id.htm
2020,IL,53.4,"7,170",/nchs/pressroom/states/illinois/il.htm
2020,IN,66.9,"4,580",/nchs/pressroom/states/indiana/in.htm
2020,IA,45.7,"1,647",/nchs/pressroom/states/iowa/ia.htm
2020,KS,53.4,"1,698",/nchs/pressroom/states/kansas/ks.htm
2020,KY,87.5,"3,950",/nchs/pressroom/states/kentucky/ky.htm
2020,LA,79.4,"3,711",/nchs/pressroom/states/louisiana/la.htm
2020,ME,76.9,"1,149",/nchs/pressroom/states/maine/me.htm
2020,MD,44.4,"2,948",/nchs/pressroom/states/maryland/md.htm
2020,MA,54.3,"4,081",/nchs/pressroom/states/massachusetts/ma.htm
2020,MI,56.8,"6,097",/nchs/pressroom/states/michigan/mi.htm
2020,MN,52.6,"3,319",/nchs/pressroom/states/minnesota/mn.htm
2020,MS,73,"2,210",/nchs/pressroom/states/mississippi/ms.htm
2020,MO,68.4,"4,418",/nchs/pressroom/states/missouri/mo.htm
2020,MT,61.9,729,/nchs/pressroom/states/montana/mt.htm
2020,NE,42.3,903,/nchs/pressroom/states/nebraska/ne.htm
2020,NV,53.5,"1,761",/nchs/pressroom/states/nevada/nv.htm
2020,NH,58.1,872,/nchs/pressroom/states/newhampshire/nh.htm
2020,NJ,50.3,"4,761",/nchs/pressroom/states/newjersey/nj.htm
2020,NM,85.5,"1,853",/nchs/pressroom/states/newmexico/nm.htm
2020,NY,41.7,"8,756",/nchs/pressroom/states/newyork/ny.htm
2020,NC,67.1,"7,379",/nchs/pressroom/states/northcarolina/nc.htm
2020,ND,51.9,430,/nchs/pressroom/states/northdakota/nd.htm
2020,OH,78.2,"9,436",/nchs/pressroom/states/ohio/oh.htm
2020,OK,62,"2,628",/nchs/pressroom/states/oklahoma/ok.htm
2020,OR,52,"2,458",/nchs/pressroom/states/oregon/or.htm
2020,PA,69,"9,565",/nchs/pressroom/states/pennsylvania/pa.htm
2020,RI,65.6,787,/nchs/pressroom/states/rhodeisland/ri.htm
2020,SC,77.8,"4,184",/nchs/pressroom/states/southcarolina/sc.htm
2020,SD,58.5,569,/nchs/pressroom/states/southdakota/sd.htm
2020,TN,86.5,"6,107",/nchs/pressroom/states/tennessee/tn.htm
2020,TX,44.2,"12,919",/nchs/pressroom/states/texas/tx.htm
2020,UT,49.4,"1,461",/nchs/pressroom/states/utah/ut.htm
2020,VT,67.1,481,/nchs/pressroom/states/vermont/vt.htm
2020,VA,52.5,"4,723",/nchs/pressroom/states/virginia/va.htm
2020,WA,51.3,"4,216",/nchs/pressroom/states/washington/wa.htm
2020,WV,122.2,"2,242",/nchs/pressroom/states/westvirginia/wv.htm
2020,WI,71.5,"4,682",/nchs/pressroom/states/wisconsin/wi.htm
2020,WY,60.4,374,/nchs/pressroom/states/wyoming/wy.htm
2019,AL,54.1,"2,755",/nchs/pressroom/states/alabama/al.htm
2019,AK,62.2,434,/nchs/pressroom/states/alaska/ak.htm
2019,AZ,58.7,"4,558",/nchs/pressroom/states/arizona/az.htm
2019,AR,48,"1,527",/nchs/pressroom/states/arkansas/ar.htm
2019,CA,35.9,"15,116",/nchs/pressroom/states/california/ca.htm
2019,CO,51.9,"3,085",/nchs/pressroom/states/colorado/co.htm
2019,CT,56.2,"2,197",/nchs/pressroom/states/connecticut/ct.htm
2019,DE,73.9,728,/nchs/pressroom/states/delaware/de.htm
2019,FL,55.6,"13,348",/nchs/pressroom/states/florida/fl.htm
2019,GA,42.2,"4,563",/nchs/pressroom/states/georgia/ga.htm
2019,HI,39.2,651,/nchs/pressroom/states/hawaii/hi.htm
2019,ID,51.2,948,/nchs/pressroom/states/idaho/id.htm
2019,IL,45,"6,095",/nchs/pressroom/states/illinois/il.htm
2019,IN,56,"3,876",/nchs/pressroom/states/indiana/in.htm
2019,IA,42.3,"1,538",/nchs/pressroom/states/iowa/ia.htm
2019,KS,48,"1,524",/nchs/pressroom/states/kansas/ks.htm
2019,KY,68.1,"3,121",/nchs/pressroom/states/kentucky/ky.htm
2019,LA,62.3,"2,916",/nchs/pressroom/states/louisiana/la.htm
2019,ME,66.8,"1,027",/nchs/pressroom/states/maine/me.htm
2019,MD,36.6,"2,425",/nchs/pressroom/states/maryland/md.htm
2019,MA,53.3,"4,052",/nchs/pressroom/states/massachusetts/ma.htm
2019,MI,50,"5,422",/nchs/pressroom/states/michigan/mi.htm
2019,MN,44.9,"2,859",/nchs/pressroom/states/minnesota/mn.htm
2019,MS,61.2,"1,894",/nchs/pressroom/states/mississippi/ms.htm
2019,MO,61,"3,950",/nchs/pressroom/states/missouri/mo.htm
2019,MT,55.4,657,/nchs/pressroom/states/montana/mt.htm
2019,NE,40.1,851,/nchs/pressroom/states/nebraska/ne.htm
2019,NV,44.1,"1,437",/nchs/pressroom/states/nevada/nv.htm
2019,NH,58.8,864,/nchs/pressroom/states/newhampshire/nh.htm
2019,NJ,49.2,"4,650",/nchs/pressroom/states/newjersey/nj.htm
2019,NM,77.8,"1,687",/nchs/pressroom/states/newmexico/nm.htm
2019,NY,34.3,"7,390",/nchs/pressroom/states/newyork/ny.htm
2019,NC,56.1,"6,190",/nchs/pressroom/states/northcarolina/nc.htm
2019,ND,45,371,/nchs/pressroom/states/northdakota/nd.htm
2019,OH,67.7,"8,287",/nchs/pressroom/states/ohio/oh.htm
2019,OK,58,"2,439",/nchs/pressroom/states/oklahoma/ok.htm
2019,OR,46.1,"2,213",/nchs/pressroom/states/oregon/or.htm
2019,PA,61.2,"8,596",/nchs/pressroom/states/pennsylvania/pa.htm
2019,RI,56.4,670,/nchs/pressroom/states/rhodeisland/ri.htm
2019,SC,62.1,"3,336",/nchs/pressroom/states/southcarolina/sc.htm
2019,SD,53.3,517,/nchs/pressroom/states/southdakota/sd.htm
2019,TN,67.8,"4,856",/nchs/pressroom/states/tennessee/tn.htm
2019,TX,39.7,"11,384",/nchs/pressroom/states/texas/tx.htm
2019,UT,45.2,"1,301",/nchs/pressroom/states/utah/ut.htm
2019,VT,56.4,405,/nchs/pressroom/states/vermont/vt.htm
2019,VA,43.8,"3,994",/nchs/pressroom/states/virginia/va.htm
2019,WA,43.4,"3,569",/nchs/pressroom/states/washington/wa.htm
2019,WV,96.9,"1,859",/nchs/pressroom/states/westvirginia/wv.htm
2019,WI,61.1,"4,087",/nchs/pressroom/states/wisconsin/wi.htm
2019,WY,63.1,384,/nchs/pressroom/states/wyoming/wy.htm
2018,AL,53,"2,682",/nchs/pressroom/states/alabama/al.htm
2018,AK,56.4,400,/nchs/pressroom/states/alaska/ak.htm
2018,AZ,55.4,"4,251",/nchs/pressroom/states/arizona/az.htm
2018,AR,48.6,"1,530",/nchs/pressroom/states/arkansas/ar.htm
2018,CA,33.7,"14,153",/nchs/pressroom/states/california/ca.htm
2018,CO,52.3,"3,049",/nchs/pressroom/states/colorado/co.htm
2018,CT,53.1,"2,054",/nchs/pressroom/states/connecticut/ct.htm
2018,DE,67.1,662,/nchs/pressroom/states/delaware/de.htm
2018,FL,53.1,"12,670",/nchs/pressroom/states/florida/fl.htm
2018,GA,41.7,"4,418",/nchs/pressroom/states/georgia/ga.htm
2018,HI,37.6,625,/nchs/pressroom/states/hawaii/hi.htm
2018,ID,49.5,889,/nchs/pressroom/states/idaho/id.htm
2018,IL,44.3,"6,016",/nchs/pressroom/states/illinois/il.htm
2018,IN,55.2,"3,782",/nchs/pressroom/states/indiana/in.htm
2018,IA,40.8,"1,480",/nchs/pressroom/states/iowa/ia.htm
2018,KS,46.5,"1,465",/nchs/pressroom/states/kansas/ks.htm
2018,KY,66.8,"3,051",/nchs/pressroom/states/kentucky/ky.htm
2018,LA,58.8,"2,781",/nchs/pressroom/states/louisiana/la.htm
2018,ME,65,"1,000",/nchs/pressroom/states/maine/me.htm
2018,MD,35,"2,307",/nchs/pressroom/states/maryland/md.htm
2018,MA,53,"3,971",/nchs/pressroom/states/massachusetts/ma.htm
2018,MI,52,"5,555",/nchs/pressroom/states/michigan/mi.htm
2018,MN,43.8,"2,792",/nchs/pressroom/states/minnesota/mn.htm
2018,MS,54.4,"1,692",/nchs/pressroom/states/mississippi/ms.htm
2018,MO,61.6,"3,975",/nchs/pressroom/states/missouri/mo.htm
2018,MT,51,598,/nchs/pressroom/states/montana/mt.htm
2018,NE,38.5,806,/nchs/pressroom/states/nebraska/ne.htm
2018,NV,48.4,"1,547",/nchs/pressroom/states/nevada/nv.htm
2018,NH,66,959,/nchs/pressroom/states/newhampshire/nh.htm
2018,NJ,50.1,"4,676",/nchs/pressroom/states/newjersey/nj.htm
2018,NM,69.3,"1,514",/nchs/pressroom/states/newmexico/nm.htm
2018,NY,34.2,"7,415",/nchs/pressroom/states/newyork/ny.htm
2018,NC,55.2,"6,007",/nchs/pressroom/states/northcarolina/nc.htm
2018,ND,42,358,/nchs/pressroom/states/northdakota/nd.htm
2018,OH,63.8,"7,755",/nchs/pressroom/states/ohio/oh.htm
2018,OK,62.5,"2,612",/nchs/pressroom/states/oklahoma/ok.htm
2018,OR,43.6,"2,075",/nchs/pressroom/states/oregon/or.htm
2018,PA,61.9,"8,585",/nchs/pressroom/states/pennsylvania/pa.htm
2018,RI,59.1,719,/nchs/pressroom/states/rhodeisland/ri.htm
2018,SC,63.3,"3,369",/nchs/pressroom/states/southcarolina/sc.htm
2018,SD,46.4,452,/nchs/pressroom/states/southdakota/sd.htm
2018,TN,63.5,"4,483",/nchs/pressroom/states/tennessee/tn.htm
2018,TX,37.7,"10,646",/nchs/pressroom/states/texas/tx.htm
2018,UT,45.1,"1,284",/nchs/pressroom/states/utah/ut.htm
2018,VT,63.1,444,/nchs/pressroom/states/vermont/vt.htm
2018,VA,43.7,"3,936",/nchs/pressroom/states/virginia/va.htm
2018,WA,42.1,"3,396",/nchs/pressroom/states/washington/wa.htm
2018,WV,90.3,"1,707",/nchs/pressroom/states/westvirginia/wv.htm
2018,WI,57.1,"3,786",/nchs/pressroom/states/wisconsin/wi.htm
2018,WY,57.1,353,/nchs/pressroom/states/wyoming/wy.htm
2017,AL,53.8,"2,703",/nchs/pressroom/states/alabama/alabama.htm
2017,AK,63.7,436,/nchs/pressroom/states/alaska/alaska.htm
2017,AZ,56.2,"4,184",/nchs/pressroom/states/arizona/arizona.htm
2017,AR,51.8,"1,625",/nchs/pressroom/states/arkansas/arkansas.htm
2017,CA,33.1,"13,840",/nchs/pressroom/states/california/california.htm
2017,CO,53.6,"3,037",/nchs/pressroom/states/colorado/colorado.htm
2017,CT,53.2,"2,078",/nchs/pressroom/states/connecticut/connecticut.htm
2017,DE,61.9,608,/nchs/pressroom/states/delaware/delaware.htm
2017,FL,56.1,"13,059",/nchs/pressroom/states/florida/florida.htm
2017,GA,45.2,"4,712",/nchs/pressroom/states/georgia/georgia.htm
2017,HI,35.7,585,/nchs/pressroom/states/hawaii/hawaii.htm
2017,ID,49.8,876,/nchs/pressroom/states/idaho/idaho.htm
2017,IL,44.4,"6,019",/nchs/pressroom/states/illinois/illinois.htm
2017,IN,58.7,"3,978",/nchs/pressroom/states/indiana/indiana.htm
2017,IA,42.7,"1,536",/nchs/pressroom/states/iowa/iowa.htm
2017,KS,49.4,"1,567",/nchs/pressroom/states/kansas/kansas.htm
2017,KY,72.9,"3,264",/nchs/pressroom/states/kentucky/kentucky.htm
2017,LA,58.8,"2,780",/nchs/pressroom/states/louisiana/louisiana.htm
2017,ME,68,990,/nchs/pressroom/states/maine/maine.htm
2017,MD,36.9,"2,408",/nchs/pressroom/states/maryland/maryland.htm
2017,MA,51.5,"3,821",/nchs/pressroom/states/massachusetts/massachusetts.htm
2017,MI,53,"5,623",/nchs/pressroom/states/michigan/michigan.htm
2017,MN,44.6,"2,788",/nchs/pressroom/states/minnesota/minnesota.htm
2017,MS,56.3,"1,738",/nchs/pressroom/states/mississippi/mississippi.htm
2017,MO,58.8,"3,776",/nchs/pressroom/states/missouri/missouri.htm
2017,MT,50.2,579,/nchs/pressroom/states/montana/montana.htm
2017,NE,38.5,811,/nchs/pressroom/states/nebraska/nebraska.htm
2017,NV,47.8,"1,496",/nchs/pressroom/states/nevada/nevada.htm
2017,NH,62.9,907,/nchs/pressroom/states/newhampshire/newhampshire.htm
2017,NJ,47.3,"4,482",/nchs/pressroom/states/newjersey/newjersey.htm
2017,NM,68.2,"1,460",/nchs/pressroom/states/newmexico/newmexico.htm
2017,NY,35.5,"7,687",/nchs/pressroom/states/newyork/newyork.htm
2017,NC,56.3,"5,985",/nchs/pressroom/states/northcarolina/northcarolina.htm
2017,ND,41.3,339,/nchs/pressroom/states/northdakota/northdakota.htm
2017,OH,75.1,"8,971",/nchs/pressroom/states/ohio/ohio.htm
2017,OK,62.5,"2,563",/nchs/pressroom/states/oklahoma/oklahoma.htm
2017,OR,44.7,"2,076",/nchs/pressroom/states/oregon/oregon.htm
2017,PA,70.2,"9,527",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2017,RI,60,718,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2017,SC,60.2,"3,147",/nchs/pressroom/states/southcarolina/southcarolina.htm
2017,SD,56.1,537,/nchs/pressroom/states/southdakota/southdakota.htm
2017,TN,63,"4,435",/nchs/pressroom/states/tenessee/tennessee.htm
2017,TX,38.8,"10,763",/nchs/pressroom/states/texas/texas.htm
2017,UT,44.2,"1,238",/nchs/pressroom/states/utah/utah.htm
2017,VT,56.9,394,/nchs/pressroom/states/vermont/vermont.htm
2017,VA,44,"3,922",/nchs/pressroom/states/virginia/virginia.htm
2017,WA,44,"3,455",/nchs/pressroom/states/washington/washington.htm
2017,WV,100.3,"1,892",/nchs/pressroom/states/westvirginia/westvirginia.htm
2017,WI,58.3,"3,746",/nchs/pressroom/states/wisconsin/wisconsin.htm
2017,WY,56.9,348,/nchs/pressroom/states/wyoming/wyoming.htm
2016,AL,55.5,"2,755",/nchs/pressroom/states/alabama/alabama.htm
2016,AK,63.1,439,/nchs/pressroom/states/alaska/alaska.htm
2016,AZ,54.2,"4,010",/nchs/pressroom/states/arizona/arizona.htm
2016,AR,51.8,"1,604",/nchs/pressroom/states/arkansas/arkansas.htm
2016,CA,32,"13,213",/nchs/pressroom/states/california/california.htm
2016,CO,51.2,"2,880",/nchs/pressroom/states/colorado/colorado.htm
2016,CT,50.3,"1,978",/nchs/pressroom/states/connecticut/connecticut.htm
2016,DE,52.4,516,/nchs/pressroom/states/delaware/delaware.htm
2016,FL,54.9,"12,561",/nchs/pressroom/states/florida/florida.htm
2016,GA,45.8,"4,701",/nchs/pressroom/states/georgia/georgia.htm
2016,HI,35.3,577,/nchs/pressroom/states/hawaii/hawaii.htm
2016,ID,49.5,849,/nchs/pressroom/states/idaho/idaho.htm
2016,IL,41,"5,508",/nchs/pressroom/states/illinois/illinois.htm
2016,IN,51.6,"3,496",/nchs/pressroom/states/indiana/indiana.htm
2016,IA,45.8,"1,608",/nchs/pressroom/states/iowa/iowa.htm
2016,KS,45.7,"1,444",/nchs/pressroom/states/kansas/kansas.htm
2016,KY,71,"3,194",/nchs/pressroom/states/kentucky/kentucky.htm
2016,LA,57.4,"2,710",/nchs/pressroom/states/louisiana/louisiana.htm
2016,ME,62.4,909,/nchs/pressroom/states/maine/maine.htm
2016,MD,35.7,"2,271",/nchs/pressroom/states/maryland/maryland.htm
2016,MA,52.8,"3,831",/nchs/pressroom/states/massachusetts/massachusetts.htm
2016,MI,50.5,"5,313",/nchs/pressroom/states/michigan/michigan.htm
2016,MN,43.8,"2,697",/nchs/pressroom/states/minnesota/minnesota.htm
2016,MS,59.2,"1,803",/nchs/pressroom/states/mississippi/mississippi.htm
2016,MO,57,"3,625",/nchs/pressroom/states/missouri/missouri.htm
2016,MT,54.1,626,/nchs/pressroom/states/montana/montana.htm
2016,NE,37,772,/nchs/pressroom/states/nebraska/nebraska.htm
2016,NV,46,"1,395",/nchs/pressroom/states/nevada/nevada.htm
2016,NH,66.6,924,/nchs/pressroom/states/newhampshire/newhampshire.htm
2016,NJ,40.8,"3,839",/nchs/pressroom/states/newjersey/newjersey.htm
2016,NM,69.5,"1,487",/nchs/pressroom/states/newmexico/newmexico.htm
2016,NY,34.2,"7,354",/nchs/pressroom/states/newyork/newyork.htm
2016,NC,52.2,"5,476",/nchs/pressroom/states/northcarolina/northcarolina.htm
2016,ND,45.4,371,/nchs/pressroom/states/northdakota/northdakota.htm
2016,OH,66.6,"7,999",/nchs/pressroom/states/ohio/ohio.htm
2016,OK,64.1,"2,592",/nchs/pressroom/states/oklahoma/oklahoma.htm
2016,OR,46,"2,105",/nchs/pressroom/states/oregon/oregon.htm
2016,PA,61.8,"8,410",/nchs/pressroom/states/pennsylvania/pennsylvania.htm
2016,RI,56.6,675,/nchs/pressroom/states/rhodeisland/rhodeisland.htm
2016,SC,58.9,"3,012",/nchs/pressroom/states/southcarolina/southcarolina.htm
2016,SD,53.4,505,/nchs/pressroom/states/southdakota/southdakota.htm
2016,TN,61.1,"4,238",/nchs/pressroom/states/tenessee/tennessee.htm
2016,TX,38.6,"10,536",/nchs/pressroom/states/texas/texas.htm
2016,UT,43.8,"1,211",/nchs/pressroom/states/utah/utah.htm
2016,VT,54.8,372,/nchs/pressroom/states/vermont/vermont.htm
2016,VA,42.4,"3,710",/nchs/pressroom/states/virginia/virginia.htm
2016,WA,41.4,"3,221",/nchs/pressroom/states/washington/washington.htm
2016,WV,89.7,"1,705",/nchs/pressroom/states/westvirginia/westvirginia.htm
2016,WI,55.6,"3,575",/nchs/pressroom/states/wisconsin/wisconsin.htm
2016,WY,61.9,371,/nchs/pressroom/states/wyoming/wyoming.htm
2015,AL,50.9,"2,552",/nchs/pressroom/states/alabama/alabama.htm
2015,AK,57.9,388,/nchs/pressroom/states/alaska/alaska.htm
2015,AZ,49.2,"3,539",/nchs/pressroom/states/arizona/arizona.htm
2015,AR,49.6,"1,538",/nchs/pressroom/states/arkansas/arkansas.htm
2015,CA,30.6,"12,544",/nchs/pressroom/states/california/california.htm
2015,CO,49.7,"2,725",/nchs/pressroom/states/colorado/colorado.htm
2015,CT,44.8,"1,799",/nchs/pressroom/states/connecticut/connecticut.htm
2015,DE,46,449,/nchs/pressroom/states/delaware/delaware.htm
2015,FL,46.2,"10,578",/nchs/pressroom/states/florida/florida.htm
2015,GA,43.2,"4,344",/nchs/pressroom/states/georgia/georgia.htm
2015,HI,32.2,536,/nchs/pressroom/states/hawaii/hawaii.htm
2015,ID,44.7,746,/nchs/pressroom/states/idaho/idaho.htm
2015,IL,35.8,"4,850",/nchs/pressroom/states/illinois/illinois.htm
2015,IN,47.7,"3,258",/nchs/pressroom/states/indiana/indiana.htm
2015,IA,42.1,"1,537",/nchs/pressroom/states/iowa/iowa.htm
2015,KS,47.2,"1,475",/nchs/pressroom/states/kansas/kansas.htm
2015,KY,66,"2,962",/nchs/pressroom/states/kentucky/kentucky.htm
2015,LA,54.7,"2,578",/nchs/pressroom/states/louisiana/louisiana.htm
2015,ME,53.8,802,/nchs/pressroom/states/maine/maine.htm
2015,MD,29.7,"1,903",/nchs/pressroom/states/maryland/maryland.htm
2015,MA,44,"3,229",/nchs/pressroom/states/massachusetts/massachusetts.htm
2015,MI,43.9,"4,647",/nchs/pressroom/states/michigan/michigan.htm
2015,MN,42,"2,574",/nchs/pressroom/states/minnesota/minnesota.htm
2015,MS,59.8,"1,814",/nchs/pressroom/states/mississippi/mississippi.htm
2015,MO,50.9,"3,309",/nchs/pressroom/states/missouri/missouri.htm
2015,MT,56.3,637,/nchs/pressroom/states/montana/montana.htm
2015,NE,38.9,799,/nchs/pressroom/states/nebraska/nebraska.htm
